lat,long,PVOUT_csi (kWh/kWp),DNI (kWh/m2),GHI (kWh/m2),DIF (kWh/m2),GTI_opta (kWh/m2),OPTA (°),TEMP (°C),ELE (m)
21.0,76.5,1607.897216796875, 1460.71875, 1930.5390625, 915.828125, 2068.7265625, 24, 26.8125, 266
14.0,76.0,1609.8177490234375, 1501.2578125, 1961.8046875, 891.359375, 2050.1171875, 19, 24.625, 696
33.5,76.5,1608.29638671875, 1584.3515625, 1688.8125, 636.453125, 1924.1796875, 37, -12.4375, 5192
15.5,77.0,1611.921875, 1463.9765625, 1988, 938.0625, 2079.421875, 19, 28, 388
25.5,77.5,1644.6065673828125, 1509.046875, 1909, 897.0078125, 2092.4609375, 27, 24.5625, 473
18.5,82.5,1567.13916015625, 1467.53125, 1855.6796875, 827.5859375, 1984.5546875, 24, 23, 867
23.5,84.0,1629.402587890625, 1549.2578125, 1873.5625, 840.015625, 2042.8125, 26, 20.5, 1082
21.0,84.5,1535.8123779296875, 1330.09375, 1835.828125, 904.734375, 1966.7265625, 24, 26.75, 170
27.5,82.0,1529.3564453125, 1346.40625, 1794.625, 881.109375, 1945.8984375, 26, 24.75, 114
22.0,72.0,1673.855224609375, 1698.625, 1998.0703125, 850.2734375, 2168.109375, 25, 28.75, 10
10.0,75.0,1566.1287841796875, 1312.78125, 1926.265625, 939.8671875, 1969.109375, 13, 27.25, -2193
21.5,84.5,1532.7857666015625, 1342.75, 1834.1484375, 900.671875, 1968.15625, 24, 26.375, 266
14.0,75.5,1604.728271484375, 1481.6875, 1949.0625, 891.21875, 2041.125, 20, 24.5, 652
14.5,76.0,1611.3795166015625, 1504.0703125, 1966.359375, 894.671875, 2060.140625, 20, 25.5, 607
26.5,81.5,1489.3375244140625, 1183.0546875, 1762.8671875, 943.28125, 1895.71875, 25, 25.375, 112
25.0,76.0,1643.760009765625, 1552.6796875, 1934.2421875, 886.5703125, 2118.6875, 27, 26.6875, 288
31.0,78.0,1628.6815185546875, 1511.640625, 1692.9140625, 676.015625, 1954.1953125, 32, 17, 1594
20.5,80.5,1558.9620361328125, 1472.6640625, 1886.703125, 866.4140625, 2026.4921875, 24, 26.625, 351
24.0,77.0,1617.84521484375, 1503.8984375, 1904.5390625, 886.21875, 2074.7265625, 26, 25.6875, 416
33.5,77.5,1821.81787109375, 1800.78125, 1800.796875, 579.3828125, 2048.7265625, 33, -7.0625, 4582
25.0,73.5,1775.0118408203125, 1995.4140625, 2041.265625, 732.0390625, 2268.8125, 29, 22.125, 908
17.0,77.0,1576.1253662109375, 1363.921875, 1925.1875, 953.875, 2030.2421875, 21, 27.75, 398
22.5,78.0,1603.446533203125, 1526.484375, 1905.203125, 859.1328125, 2065.109375, 25, 25.75, 367
22.5,78.5,1597.6055908203125, 1530.34375, 1893.15625, 846.703125, 2044.625, 25, 24.0625, 695
33.5,76.0,1417.77197265625, 1365.640625, 1555.953125, 666.703125, 1782.6171875, 33, -1.0625, 3900
29.0,78.5,1506.4853515625, 1251.5, 1751.4453125, 911.8984375, 1912.59375, 27, 24.3125, 218
18.5,80.0,1577.1016845703125, 1421.2890625, 1910.484375, 907.15625, 2030.453125, 23, 28.1875, 165
23.0,83.0,1625.0185546875, 1530.1328125, 1902.3125, 860.609375, 2071.484375, 26, 24.1875, 571
33.5,78.0,1937.4229736328125, 2323.1171875, 1936.4921875, 553.8359375, 2236.0625, 35, -11.75, 5388
33.5,78.5,1808.460693359375, 1875.03125, 1797.3515625, 579.1640625, 2046.421875, 33, -12.9375, 5436
25.5,72.0,1748.3250732421875, 1797.9375, 2035.0546875, 848.8828125, 2261.5, 29, 27.75, 94
14.0,75.0,1583.58203125, 1445.0625, 1925.109375, 889.125, 2018.21875, 19, 24.4375, 580
21.5,80.5,1593.805419921875, 1498.8671875, 1899.375, 867.3984375, 2051.921875, 25, 26.375, 319
20.0,85.0,1490.6815185546875, 1216.9453125, 1800.0390625, 916.4375, 1901.375, 22, 26.5, 161
32.5,75.0,1486.2874755859375, 1258.578125, 1697.046875, 874.3984375, 1879.6328125, 29, 22.75, 305
26.0,81.0,1508.0682373046875, 1208.5859375, 1788.2109375, 948.8671875, 1922.9140625, 25, 25.75, 114
34.0,77.0,1711.4063720703125, 1774.25, 1782.984375, 618.734375, 2035.765625, 34, -6.875, 4531
26.0,72.5,1759.2681884765625, 1822.1328125, 2040.3125, 841.0390625, 2274.0859375, 30, 27.625, 139
24.5,80.0,1609.0555419921875, 1466.15625, 1888.703125, 888.4140625, 2057.375, 26, 25.375, 347
16.5,76.0,1594.65283203125, 1406.40625, 1945.2734375, 947.640625, 2045.8515625, 20, 27.0625, 575
32.5,75.5,1497.1737060546875, 1311.90625, 1699.53125, 847.3828125, 1873.6484375, 30, 20.8125, 655
24.5,80.5,1595.470458984375, 1447.21875, 1878.71875, 890.515625, 2040.359375, 26, 25.375, 346
26.0,72.0,1747.5364990234375, 1777.8359375, 2034.1484375, 860.328125, 2262.4765625, 30, 27.625, 131
34.0,77.5,1578.8909912109375, 1523.6796875, 1659.09375, 666.359375, 1886.921875, 33, -5.8125, 4435
23.5,79.5,1613.285888671875, 1514.4375, 1897.6796875, 868.3828125, 2066.578125, 26, 25.375, 427
23.5,79.0,1600.2230224609375, 1505.6484375, 1887.046875, 866.5390625, 2055.03125, 26, 25.4375, 478
35.5,75.5,1711.660888671875, 1781.3359375, 1733.4609375, 618.8984375, 1974.2890625, 33, -12.4375, 4649
25.0,73.0,1756.38720703125, 1943.7734375, 2050.1953125, 768.0390625, 2274.7421875, 29, 25.6875, 331
17.5,77.5,1565.2652587890625, 1358.125, 1894.9453125, 934.84375, 2002.546875, 21, 26.0625, 611
18.0,80.0,1569.4139404296875, 1400.7421875, 1908.828125, 908.3203125, 2018.09375, 21, 27.625, 266
21.0,81.5,1596.26416015625, 1459.5703125, 1903.703125, 890.3515625, 2048.71875, 24, 26.6875, 303
29.0,76.5,1511.1741943359375, 1229.3515625, 1758.2578125, 933.5625, 1923.3203125, 27, 24.875, 224
33.5,75.0,1449.2010498046875, 1232.9375, 1532.375, 697.546875, 1679.265625, 33, 0.1875, 3234
25.5,76.0,1635.815673828125, 1525.3046875, 1922.640625, 898.7734375, 2108.4453125, 27, 26.8125, 219
24.0,76.5,1623.0526123046875, 1517.5234375, 1914.671875, 887.0078125, 2084.640625, 26, 25.875, 430
24.0,81.5,1602.292236328125, 1473.375, 1891.5, 882.921875, 2051.6953125, 26, 25.4375, 358
25.5,76.5,1623.854248046875, 1489.234375, 1904.65625, 902.9609375, 2087.171875, 27, 26.5625, 228
33.5,75.5,1397.322021484375, 1412.96875, 1565.84375, 681.7421875, 1767.984375, 30, 4.125, 3246
28.5,76.0,1549.4605712890625, 1292.0625, 1798, 934.8671875, 1976.46875, 28, 25.1875, 259
21.5,83.5,1552.5755615234375, 1359.8359375, 1851.7421875, 906.125, 1992.1015625, 25, 27.375, 199
10.5,78.5,1551.281494140625, 1340.3984375, 1970.109375, 959.0859375, 2000.03125, 11, 28.875, 161
24.0,81.0,1615.863037109375, 1499.5, 1903.8125, 876.7265625, 2069.2734375, 26, 25.5, 351
29.5,77.5,1500.3421630859375, 1238.2421875, 1741.328125, 915.4609375, 1905.515625, 27, 24.3125, 246
19.0,77.5,1582.158203125, 1389.3515625, 1924.1875, 942.890625, 2040.6328125, 22, 27.5, 347
21.5,82.5,1558.0865478515625, 1405.9609375, 1867.3828125, 895.4765625, 2007.625, 24, 26.4375, 403
29.5,77.0,1504.869873046875, 1232.921875, 1743.6875, 919.28125, 1910.2109375, 28, 24.3125, 239
21.5,73.0,1644.357177734375, 1581.3125, 1961.71875, 882.3984375, 2114.3515625, 24, 27.125, 38
20.0,78.0,1580.880615234375, 1423.5546875, 1917.5078125, 922.4921875, 2046.390625, 23, 27.4375, 325
28.5,76.5,1517.2301025390625, 1236.65625, 1767.4140625, 936.8359375, 1932.046875, 27, 25.25, 217
21.5,73.5,1633.4403076171875, 1566.078125, 1940.2265625, 873.1640625, 2096.9453125, 25, 26.25, 227
24.0,76.0,1646.394775390625, 1561.9765625, 1938.6484375, 882.59375, 2111.875, 26, 25.8125, 452
20.0,78.5,1580.08251953125, 1415.5234375, 1909.546875, 918.6640625, 2040.03125, 23, 27.875, 261
23.0,74.5,1658.027099609375, 1634.171875, 1955.71875, 851.8515625, 2133.1328125, 27, 26, 300
26.5,76.5,1625.572509765625, 1464.390625, 1892.2109375, 910.5, 2082.5390625, 28, 25.6875, 258
26.5,85.5,1430.7510986328125, 1100.1015625, 1699.296875, 930.578125, 1816.8203125, 24, 25.5, 63
18.5,76.5,1587.5211181640625, 1381.25, 1922.078125, 949.2109375, 2035.78125, 22, 26.125, 613
30.5,77.5,1523.9609375, 1352.671875, 1731.1953125, 863.09375, 1931.96875, 30, 22.875, 427
10.5,76.0,1574.551025390625, 1314.78125, 1939.0546875, 949, 1988.5078125, 14, 27.125, -11
10.5,76.5,1438.100341796875, 1142.421875, 1787.4453125, 920.578125, 1833.875, 16, 26.1875, 291
25.5,84.5,1470.6585693359375, 1138.5703125, 1751.75, 950.125, 1870.828125, 24, 25.875, 69
